Station Names,YEAR,Month,Max Temp,Min Temp,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Rainfall
Jessore,1951,5,37.6,24.1,70,3.657407407,2.8,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1951.05,170
Jessore,1952,5,36.7,24.5,77,3.657407407,3.6,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1952.05,95
Jessore,1953,5,37.2,25.2,78,3.657407407,3.9,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1953.05,181
Jessore,1954,5,37.6,25.9,75,3.657407407,4.3,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1954.05,192
Jessore,1955,5,37.4,25.4,74,3.657407407,4,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1955.05,126
Jessore,1956,5,35.6,25.7,82,3.657407407,5.6,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1956.05,200
Jessore,1957,5,37.2,26.9,72,3.657407407,3,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1957.05,15
Jessore,1958,5,37.3,26.1,75,3.657407407,4.2,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1958.05,158
Jessore,1959,5,37.2,25.6,78,3.657407407,4.2,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1959.05,315
Jessore,1960,5,37.4,26.2,76,5.6,4.1,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1960.05,153
Jessore,1961,5,37.5,25.2,77,1.8,4.4,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1961.05,115
Jessore,1962,5,37.4,24.9,80,1.3,4.2,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1962.05,109
Jessore,1963,5,37.6,24,79,1.1,5,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1963.05,23
Jessore,1964,5,37.6,25.4,79,1.5,4.5,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1964.05,67
Jessore,1965,5,37.6,26.3,69,1.7,4.3,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1965.05,33
Jessore,1966,5,37.7,25.9,69,2.4,4.3,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1966.05,96
Jessore,1967,5,37.6,25.5,71,4.4,4.3,7.4,41936,420062.7,562498.8,23.17,89.22,7,1967.05,121
Jessore,1968,5,37.6,25.5,69,5.2,4.3,9.9,41936,420062.7,562498.8,23.17,89.22,7,1968.05,141
Jessore,1969,5,37.7,24.9,73,2.8,3.7,9.5,41936,420062.7,562498.8,23.17,89.22,7,1969.05,94
Jessore,1970,5,37.2,25.6,70,4.7,3.8,9.8,41936,420062.7,562498.8,23.17,89.22,7,1970.05,29
Jessore,1971,5,35.3,13.4,75,3.4,4.3,7.4,41936,420062.7,562498.8,23.17,89.22,7,1971.05,141
Jessore,1972,5,37.5,26.1,70,4.1,2.9,7.9,41936,420062.7,562498.8,23.17,89.22,7,1972.05,22
Jessore,1973,5,35.8,23.9,80,2.9,4.9,5.9,41936,420062.7,562498.8,23.17,89.22,7,1973.05,263
Jessore,1974,5,37.6,24.2,75,3,4.3,7.6,41936,420062.7,562498.8,23.17,89.22,7,1974.05,202
Jessore,1975,5,37.7,25,73,4.4,4.5,7.8,41936,420062.7,562498.8,23.17,89.22,7,1975.05,130
Jessore,1976,5,37.3,23.7,78,3.2,4.1,7.4,41936,420062.7,562498.8,23.17,89.22,7,1976.05,141
Jessore,1977,5,36.8,23.5,78,3.3,4.6,7.6,41936,420062.7,562498.8,23.17,89.22,7,1977.05,181
Jessore,1978,5,35.3,24.8,75,3.4,4.3,7.9,41936,420062.7,562498.8,23.17,89.22,7,1978.05,141
Jessore,1979,5,37.6,26,60,3.2,2.8,8.6,41936,420062.7,562498.8,23.17,89.22,7,1979.05,17
Jessore,1980,5,37.6,23.9,74,5.9,4.7,6.9,41936,420062.7,562498.8,23.17,89.22,7,1980.05,193
Jessore,1981,5,35,24.2,79,3.1,5.6,6.6,41936,420062.7,562498.8,23.17,89.22,7,1981.05,234
Jessore,1982,5,39.4,25.1,70,3.5,3.4,7.9,41936,420062.7,562498.8,23.17,89.22,7,1982.05,71
Jessore,1983,5,38,23.9,78,3.6,4.3,7.6,41936,420062.7,562498.8,23.17,89.22,7,1983.05,361
Jessore,1984,5,38,25.4,79,5.8,4.8,6.6,41936,420062.7,562498.8,23.17,89.22,7,1984.05,305
Jessore,1985,5,36.6,24.4,76,3.9,4.1,7.6,41936,420062.7,562498.8,23.17,89.22,7,1985.05,179
Jessore,1986,5,37.8,24,76,3.2,3.7,7.5,41936,420062.7,562498.8,23.17,89.22,7,1986.05,174
Jessore,1987,5,40.3,25.1,73,3.3,3.4,8.4,41936,420062.7,562498.8,23.17,89.22,7,1987.05,120
Jessore,1988,5,36.5,25.7,79,5.4,5.7,6.2,41936,420062.7,562498.8,23.17,89.22,7,1988.05,297
Jessore,1989,5,41.2,25.7,76,4,4.3,7,41936,420062.7,562498.8,23.17,89.22,7,1989.05,198
Jessore,1990,5,36.6,24.7,80,2.6,5.2,6.6,41936,420062.7,562498.8,23.17,89.22,7,1990.05,162
Jessore,1991,5,38.4,25.8,77,5.5,5.6,6.2,41936,420062.7,562498.8,23.17,89.22,7,1991.05,186
Jessore,1992,5,39.6,23.9,77,3.3,4,7.5,41936,420062.7,562498.8,23.17,89.22,7,1992.05,223
Jessore,1993,5,35.8,24.6,81,3.2,4.1,6.8,41936,420062.7,562498.8,23.17,89.22,7,1993.05,132
Jessore,1994,5,41.7,25.5,74,3.3,4.3,7.7,41936,420062.7,562498.8,23.17,89.22,7,1994.05,175
Jessore,1995,5,40.2,26.9,74,4.6,4.8,5.9,41936,420062.7,562498.8,23.17,89.22,7,1995.05,88
Jessore,1996,5,39.4,25.2,77,3.2,4.6,8,41936,420062.7,562498.8,23.17,89.22,7,1996.05,146
Jessore,1997,5,39.8,24.4,75,2.7,4.3,7.5,41936,420062.7,562498.8,23.17,89.22,7,1997.05,116
Jessore,1998,5,38.2,25.6,80,1.8,4.9,6.4,41936,420062.7,562498.8,23.17,89.22,7,1998.05,216
Jessore,1999,5,39.2,25.5,78,3.4,5.2,6.7,41936,420062.7,562498.8,23.17,89.22,7,1999.05,141
Jessore,2000,5,38.2,24.9,80,3.2,5.3,7.4,41936,420062.7,562498.8,23.17,89.22,7,2000.05,164
Jessore,2001,5,37.2,24.2,80,2,5.1,7.1,41936,420062.7,562498.8,23.17,89.22,7,2001.05,317
Jessore,2002,5,41.8,25,79,2.6,4.9,5.8,41936,420062.7,562498.8,23.17,89.22,7,2002.05,264
Jessore,2003,5,40.8,25,74,2.8,3.7,7.8,41936,420062.7,562498.8,23.17,89.22,7,2003.05,72
Jessore,2004,5,41.4,25.3,73,2.8,3.6,8.1,41936,420062.7,562498.8,23.17,89.22,7,2004.05,138
Jessore,2005,5,39.8,25.5,76,2.8,3.9,7.8,41936,420062.7,562498.8,23.17,89.22,7,2005.05,59
Jessore,2006,5,38.8,24.6,78,2,3.7,6.6,41936,420062.7,562498.8,23.17,89.22,7,2006.05,302
Jessore,2007,5,39.7,25.5,76,1.5,3.3,7.6,41936,420062.7,562498.8,23.17,89.22,7,2007.05,159
Jessore,2008,5,38.6,24.2,76,2.1,4,7.6,41936,420062.7,562498.8,23.17,89.22,7,2008.05,208
Jessore,2009,5,43.2,25.3,76,5.3,3.8,5.9,41936,420062.7,562498.8,23.17,89.22,7,2009.05,166
Jessore,2010,5,37.8,25.6,76,5,4.1,4.6,41936,420062.7,562498.8,23.17,89.22,7,2010.05,142
Jessore,2011,5,37.8,25,76,7.6,4.2,6.4,41936,420062.7,562498.8,23.17,89.22,7,2011.05,132
Jessore,2012,5,40.2,25.8,69,7.9,2.6,6.9,41936,420062.7,562498.8,23.17,89.22,7,2012.05,36
Jessore,2013,5,37.6,25.3,80,11.2,5.2,7.4,41936,420062.7,562498.8,23.17,89.22,7,2013.05,278
Jessore,1948,6,36.9,25.8,84,3.233333333,4.3,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1948.06,348
Jessore,1949,6,35,25.1,84,3.233333333,5.5,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1949.06,150
Jessore,1950,6,37.4,25.1,88,3.233333333,6.2,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1950.06,557
Jessore,1951,6,37.7,25.7,82,3.233333333,5.3,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1951.06,113
Jessore,1952,6,36.1,25.5,85,3.233333333,5.4,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1952.06,275
Jessore,1953,6,36.7,25.3,86,3.233333333,6.4,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1953.06,322
Jessore,1954,6,35.7,25.3,90,3.233333333,5.9,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1954.06,606
Jessore,1955,6,35.7,25.6,85,3.233333333,6.6,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1955.06,175
Jessore,1956,6,34.4,25.2,89,3.233333333,5.9,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1956.06,367
Jessore,1957,6,37.2,26,81,3.233333333,5.2,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1957.06,332
Jessore,1958,6,37.7,26.5,80,3.233333333,4.5,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1958.06,57
Jessore,1959,6,34.6,26,86,3.233333333,6,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1959.06,205
Jessore,1960,6,35.9,26.6,83,4.3,5.4,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1960.06,112
Jessore,1961,6,36.1,26.4,85,1.2,6.5,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1961.06,288
Jessore,1962,6,35.9,25.7,87,0.7,6.6,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1962.06,183
Jessore,1963,6,36.8,25.7,86,0.7,6.1,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1963.06,297
Jessore,1964,6,37.7,26.6,91,2,6.6,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1964.06,218
Jessore,1965,6,37.6,26.1,83,1.4,5.8,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1965.06,574
Jessore,1966,6,37.6,25.7,86,2.5,5.8,4.655319149,41936,420062.7,562498.8,23.17,89.22,7,1966.06,352
Jessore,1967,6,37,25.7,83,3.7,5.8,7.2,41936,420062.7,562498.8,23.17,89.22,7,1967.06,192
Jessore,1968,6,34.4,25.1,88,4.3,5.8,4.2,41936,420062.7,562498.8,23.17,89.22,7,1968.06,603
Jessore,1969,6,35.6,26,85,2.8,6.2,4.7,41936,420062.7,562498.8,23.17,89.22,7,1969.06,253
Jessore,1970,6,37.2,25.9,86,3.4,6.1,5.6,41936,420062.7,562498.8,23.17,89.22,7,1970.06,352
Jessore,1971,6,34.7,25.3,84,2.8,6.2,4.8,41936,420062.7,562498.8,23.17,89.22,7,1971.06,421
Jessore,1972,6,37.4,26.2,77,4.2,5.4,5.6,41936,420062.7,562498.8,23.17,89.22,7,1972.06,110
Jessore,1973,6,35.3,25.2,85,2.2,5.7,4.3,41936,420062.7,562498.8,23.17,89.22,7,1973.06,361
Jessore,1974,6,35.6,25.3,83,2.5,5.3,4.9,41936,420062.7,562498.8,23.17,89.22,7,1974.06,160
Jessore,1975,6,36.1,25.6,82,3.3,6,6.3,41936,420062.7,562498.8,23.17,89.22,7,1975.06,142
Jessore,1976,6,36,25.3,84,3.4,5,4.4,41936,420062.7,562498.8,23.17,89.22,7,1976.06,243
Jessore,1977,6,35.5,25.1,88,3,5.8,3.8,41936,420062.7,562498.8,23.17,89.22,7,1977.06,344
Jessore,1978,6,34.7,25.8,84,3,5.8,4.7,41936,420062.7,562498.8,23.17,89.22,7,1978.06,290
Jessore,1979,6,35.6,26.1,78,3,5.5,5,41936,420062.7,562498.8,23.17,89.22,7,1979.06,203
Jessore,1980,6,35.9,26,84,4,6.2,4.9,41936,420062.7,562498.8,23.17,89.22,7,1980.06,214
Jessore,1981,6,37.5,26.4,81,3,5.8,5.8,41936,420062.7,562498.8,23.17,89.22,7,1981.06,124
Jessore,1982,6,37.3,25.4,84,3.1,6.2,3.7,41936,420062.7,562498.8,23.17,89.22,7,1982.06,319
Jessore,1983,6,39.7,26.3,81,4,5.4,5.8,41936,420062.7,562498.8,23.17,89.22,7,1983.06,142
Jessore,1984,6,37.7,25.4,88,4.4,6.7,3.3,41936,420062.7,562498.8,23.17,89.22,7,1984.06,822
Jessore,1985,6,38,25.8,86,2.4,5.5,4.2,41936,420062.7,562498.8,23.17,89.22,7,1985.06,318
Jessore,1986,6,38.2,25.4,84,3.7,5.4,4.5,41936,420062.7,562498.8,23.17,89.22,7,1986.06,319
Jessore,1987,6,37.5,26.4,83,3.6,6.1,5.4,41936,420062.7,562498.8,23.17,89.22,7,1987.06,327
Jessore,1988,6,37.5,25.8,85,4.2,6.4,3.9,41936,420062.7,562498.8,23.17,89.22,7,1988.06,543
Jessore,1989,6,35.6,25.9,84,3.7,5.8,4.7,41936,420062.7,562498.8,23.17,89.22,7,1989.06,164
Jessore,1990,6,35.2,26.5,85,3.3,6.2,5.3,41936,420062.7,562498.8,23.17,89.22,7,1990.06,335
Jessore,1991,6,36,25.8,86,2.5,6.3,4,41936,420062.7,562498.8,23.17,89.22,7,1991.06,407
Jessore,1992,6,37,25.8,81,3,5.2,6.1,41936,420062.7,562498.8,23.17,89.22,7,1992.06,303
Jessore,1993,6,36.1,25.6,85,3.4,5.7,4.3,41936,420062.7,562498.8,23.17,89.22,7,1993.06,437
Jessore,1994,6,36.9,26.2,85,2.7,6.3,3.9,41936,420062.7,562498.8,23.17,89.22,7,1994.06,365
Jessore,1995,6,37.2,26.7,83,3.3,6.2,3.6,41936,420062.7,562498.8,23.17,89.22,7,1995.06,196
Jessore,1996,6,36.2,25.2,85,2,5.6,5.1,41936,420062.7,562498.8,23.17,89.22,7,1996.06,350
Jessore,1997,6,37.2,25.3,84,3.1,5.8,5.8,41936,420062.7,562498.8,23.17,89.22,7,1997.06,231
Jessore,1998,6,38.8,27.4,83,2.8,5.3,5.7,41936,420062.7,562498.8,23.17,89.22,7,1998.06,163
Jessore,1999,6,38.4,26.1,83,3,5.8,5,41936,420062.7,562498.8,23.17,89.22,7,1999.06,244
Jessore,2000,6,36.4,25.7,84,3.2,6,6.1,41936,420062.7,562498.8,23.17,89.22,7,2000.06,209
Jessore,2001,6,34.4,25.7,88,2.2,6.6,3,41936,420062.7,562498.8,23.17,89.22,7,2001.06,498
Jessore,2002,6,37.4,25.9,86,2.2,6.1,3.5,41936,420062.7,562498.8,23.17,89.22,7,2002.06,535
Jessore,2003,6,39.6,25.9,84,2.7,6.3,4.1,41936,420062.7,562498.8,23.17,89.22,7,2003.06,404
Jessore,2004,6,37.4,25.4,85,1.7,5.9,4.7,41936,420062.7,562498.8,23.17,89.22,7,2004.06,305
Jessore,2005,6,41.8,26.6,80,2.3,4.6,5.3,41936,420062.7,562498.8,23.17,89.22,7,2005.06,141
Jessore,2006,6,38.2,26.5,85,1.5,5.3,3.9,41936,420062.7,562498.8,23.17,89.22,7,2006.06,214
Jessore,2007,6,38.7,26.3,82,2.9,5.4,4.9,41936,420062.7,562498.8,23.17,89.22,7,2007.06,289
Jessore,2008,6,37.2,25.7,84,2.5,5.8,3.4,41936,420062.7,562498.8,23.17,89.22,7,2008.06,242
Jessore,2009,6,38.3,26.5,78,6.3,4,5.9,41936,420062.7,562498.8,23.17,89.22,7,2009.06,175
Jessore,2010,6,37.4,26.6,82,5,5.4,3.1,41936,420062.7,562498.8,23.17,89.22,7,2010.06,367
Jessore,2011,6,39.4,26.1,82,8,5.5,3.8,41936,420062.7,562498.8,23.17,89.22,7,2011.06,314
Jessore,2012,6,40.8,27.2,77,8.6,4.7,2.8,41936,420062.7,562498.8,23.17,89.22,7,2012.06,221
Jessore,2013,6,36.4,26.5,81,5.9,4.4,3.8,41936,420062.7,562498.8,23.17,89.22,7,2013.06,203
Jessore,1948,7,34.1,25.9,87,2.955555556,4.7,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1948.07,272
Jessore,1949,7,35,25.7,87,2.955555556,5.1,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1949.07,343
Jessore,1950,7,34.3,25.7,88,2.955555556,6.3,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1950.07,281
Jessore,1951,7,35.1,25.3,87,2.955555556,6.6,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1951.07,279
Jessore,1952,7,34.4,25.3,88,2.955555556,6.8,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1952.07,280
Jessore,1953,7,34.9,25.9,89,2.955555556,6,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1953.07,349
Jessore,1954,7,33.5,26.1,87,2.955555556,6.1,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1954.07,339
Jessore,1955,7,33.9,25.4,89,2.955555556,7.2,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1955.07,313
Jessore,1956,7,33.3,25.6,90,2.955555556,6.4,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1956.07,298
Jessore,1957,7,34.4,25.9,89,2.955555556,6.4,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1957.07,381
Jessore,1958,7,34.9,25.9,87,2.955555556,6.3,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1958.07,284
Jessore,1959,7,34.3,26,89,2.955555556,6.2,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1959.07,211
Jessore,1960,7,33.4,25.7,89,3.7,6.5,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1960.07,546
Jessore,1961,7,34.5,25.9,84,1.1,6.7,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1961.07,216
Jessore,1962,7,35.1,26.5,85,0.7,5.7,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1962.07,167
Jessore,1963,7,34.2,26.3,86,0.7,6.8,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1963.07,244
Jessore,1964,7,33.6,25.5,92,1.4,6.9,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1964.07,549
Jessore,1965,7,34.2,26,85,1.4,6.3,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1965.07,234
Jessore,1966,7,34.9,25.5,86,2.3,6.3,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1966.07,175
Jessore,1967,7,34,25.8,86,3.3,6.3,5.7,41936,420062.7,562498.8,23.17,89.22,7,1967.07,265
Jessore,1968,7,33.3,26.1,87,3.8,6.3,5.3,41936,420062.7,562498.8,23.17,89.22,7,1968.07,546
Jessore,1969,7,33.4,25.9,89,3.3,6.2,5,41936,420062.7,562498.8,23.17,89.22,7,1969.07,308
Jessore,1970,7,35.6,25.9,87,3.1,6.5,4.5,41936,420062.7,562498.8,23.17,89.22,7,1970.07,415
Jessore,1971,7,33.3,25.5,87,2.7,6.9,4.4,41936,420062.7,562498.8,23.17,89.22,7,1971.07,489
Jessore,1972,7,35.5,25.8,85,3.2,6.2,4.1,41936,420062.7,562498.8,23.17,89.22,7,1972.07,169
Jessore,1973,7,33.5,25.8,87,3.1,6.1,4.3,41936,420062.7,562498.8,23.17,89.22,7,1973.07,214
Jessore,1974,7,32.6,25.2,90,2.2,6.8,1.9,41936,420062.7,562498.8,23.17,89.22,7,1974.07,353
Jessore,1975,7,33.3,25,90,3.4,7,3.9,41936,420062.7,562498.8,23.17,89.22,7,1975.07,444
Jessore,1976,7,33.8,25.5,88,2.9,5.4,4.8,41936,420062.7,562498.8,23.17,89.22,7,1976.07,253
Jessore,1977,7,34.7,25.9,87,3.2,5.9,4.4,41936,420062.7,562498.8,23.17,89.22,7,1977.07,301
Jessore,1978,7,32.3,25.9,87,2.6,6.3,3.9,41936,420062.7,562498.8,23.17,89.22,7,1978.07,300
Jessore,1979,7,35.8,26.2,84,3.1,6.1,5,41936,420062.7,562498.8,23.17,89.22,7,1979.07,359
Jessore,1980,7,36.1,26.2,87,3.8,6.5,3.8,41936,420062.7,562498.8,23.17,89.22,7,1980.07,309
Jessore,1981,7,35,25.8,89,2.6,6.7,2.8,41936,420062.7,562498.8,23.17,89.22,7,1981.07,377
Jessore,1982,7,38.1,26.3,84,3.2,6,4.4,41936,420062.7,562498.8,23.17,89.22,7,1982.07,171
Jessore,1983,7,35.8,26.2,86,3,5.9,4.3,41936,420062.7,562498.8,23.17,89.22,7,1983.07,189
Jessore,1984,7,33.7,25.7,87,4.2,6.4,3.5,41936,420062.7,562498.8,23.17,89.22,7,1984.07,247
Jessore,1985,7,34.4,25.1,88,2.9,6.3,3.6,41936,420062.7,562498.8,23.17,89.22,7,1985.07,251
Jessore,1986,7,35,24.2,87,3.1,5.9,4,41936,420062.7,562498.8,23.17,89.22,7,1986.07,362
Jessore,1987,7,35,26.1,90,3.2,6.6,1.5,41936,420062.7,562498.8,23.17,89.22,7,1987.07,321
Jessore,1988,7,34.3,26.4,86,3.6,6.6,3.9,41936,420062.7,562498.8,23.17,89.22,7,1988.07,257
Jessore,1989,7,34.3,26,86,3.2,6.3,4.4,41936,420062.7,562498.8,23.17,89.22,7,1989.07,255
Jessore,1990,7,34,26.1,88,2.2,6.8,3.4,41936,420062.7,562498.8,23.17,89.22,7,1990.07,369
Jessore,1991,7,36,26.2,86,3,6.4,4.2,41936,420062.7,562498.8,23.17,89.22,7,1991.07,220
Jessore,1992,7,35.5,25.5,88,3.1,6.4,3.8,41936,420062.7,562498.8,23.17,89.22,7,1992.07,307
Jessore,1993,7,35.5,26.2,87,2.4,5.8,3.4,41936,420062.7,562498.8,23.17,89.22,7,1993.07,327
Jessore,1994,7,35,26.2,86,2.5,6.6,4.1,41936,420062.7,562498.8,23.17,89.22,7,1994.07,225
Jessore,1995,7,34.5,26.1,87,2.5,6.5,3.2,41936,420062.7,562498.8,23.17,89.22,7,1995.07,279
Jessore,1996,7,34.8,26.1,88,1.5,6.3,3.8,41936,420062.7,562498.8,23.17,89.22,7,1996.07,271
Jessore,1997,7,35.4,26.2,89,1.8,6.2,3.6,41936,420062.7,562498.8,23.17,89.22,7,1997.07,406
Jessore,1998,7,35.4,26.7,87,1.2,6.3,3.2,41936,420062.7,562498.8,23.17,89.22,7,1998.07,181
Jessore,1999,7,35,25.8,89,2.6,6.5,4.6,41936,420062.7,562498.8,23.17,89.22,7,1999.07,356
Jessore,2000,7,36.6,26,86,2.3,6.2,6.2,41936,420062.7,562498.8,23.17,89.22,7,2000.07,486
Jessore,2001,7,34.4,26.3,87,2.6,6.6,3.2,41936,420062.7,562498.8,23.17,89.22,7,2001.07,317
Jessore,2002,7,37.2,26.7,86,1.6,6.3,3.7,41936,420062.7,562498.8,23.17,89.22,7,2002.07,524
Jessore,2003,7,35.8,26.2,85,2.4,6.2,4.7,41936,420062.7,562498.8,23.17,89.22,7,2003.07,427
Jessore,2004,7,36.4,25.8,86,2.4,6.3,4.8,41936,420062.7,562498.8,23.17,89.22,7,2004.07,398
Jessore,2005,7,35.4,25.8,87,1.9,6,3.8,41936,420062.7,562498.8,23.17,89.22,7,2005.07,546
Jessore,2006,7,35.6,26.2,88,2.4,5.9,4,41936,420062.7,562498.8,23.17,89.22,7,2006.07,455
Jessore,2007,7,36.2,26.1,88,2.1,6,3,41936,420062.7,562498.8,23.17,89.22,7,2007.07,735
Jessore,2008,7,34.4,26,88,1.8,6,2.5,41936,420062.7,562498.8,23.17,89.22,7,2008.07,459
Jessore,2009,7,36.4,26,84,5.1,5.3,3.5,41936,420062.7,562498.8,23.17,89.22,7,2009.07,523
Jessore,2010,7,35.6,26.7,81,5.3,5.1,4.3,41936,420062.7,562498.8,23.17,89.22,7,2010.07,215
Jessore,2011,7,35.8,26.2,82,7.5,5.2,4.9,41936,420062.7,562498.8,23.17,89.22,7,2011.07,296
Jessore,2012,7,35.8,26.7,85,8,5.3,3.1,41936,420062.7,562498.8,23.17,89.22,7,2012.07,334
Jessore,2013,7,35.4,26.5,83,7.4,5.3,4.3,41936,420062.7,562498.8,23.17,89.22,7,2013.07,249
Jessore,1948,8,33.1,25.9,87,2.637037037,4.2,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1948.08,379
Jessore,1949,8,34.6,25.9,87,2.637037037,5.7,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1949.08,326
Jessore,1950,8,34,25.1,90,2.637037037,6.6,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1950.08,327
Jessore,1951,8,35.6,25.8,87,2.637037037,5.8,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1951.08,244
Jessore,1952,8,34,25.6,88,2.637037037,6.1,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1952.08,207
Jessore,1953,8,34.8,26,89,2.637037037,5.9,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1953.08,476
Jessore,1954,8,34.4,26,90,2.637037037,6.6,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1954.08,427
Jessore,1955,8,32.8,25.6,89,2.637037037,6.6,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1955.08,209
Jessore,1956,8,33.4,26,90,2.637037037,6.4,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1956.08,267
Jessore,1957,8,36.1,26.2,91,2.637037037,6,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1957.08,14
Jessore,1958,8,34.4,25.9,86,2.637037037,6.5,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1958.08,177
Jessore,1959,8,33.3,25.7,91,2.637037037,6.3,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1959.08,478
Jessore,1960,8,34.1,26.6,87,1.8,6.2,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1960.08,170
Jessore,1961,8,34.4,26.3,86,0.9,6,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1961.08,418
Jessore,1962,8,33.4,25.6,88,0.6,6.4,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1962.08,174
Jessore,1963,8,35.6,26.1,85,1,5.6,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1963.08,178
Jessore,1964,8,33.8,26.1,91,1.5,6.6,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1964.08,177
Jessore,1965,8,33.6,25.6,89,1.1,6.2,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1965.08,406
Jessore,1966,8,34.2,25.5,88,2.2,6.2,4.461702128,41936,420062.7,562498.8,23.17,89.22,7,1966.08,191
Jessore,1967,8,33.3,25.7,88,3.3,6.2,5.4,41936,420062.7,562498.8,23.17,89.22,7,1967.08,295
Jessore,1968,8,34.8,26,86,3.1,6.2,6,41936,420062.7,562498.8,23.17,89.22,7,1968.08,205
Jessore,1969,8,35,25.4,88,2.9,6.4,4.9,41936,420062.7,562498.8,23.17,89.22,7,1969.08,366
Jessore,1970,8,35,26,86,2.7,6,6.4,41936,420062.7,562498.8,23.17,89.22,7,1970.08,280
Jessore,1971,8,32.4,24.9,87,2.5,7.1,3.1,41936,420062.7,562498.8,23.17,89.22,7,1971.08,500
Jessore,1972,8,33.9,25,88,2.8,6.4,3.5,41936,420062.7,562498.8,23.17,89.22,7,1972.08,372
Jessore,1973,8,33.2,25.6,87,2.1,5.7,5.5,41936,420062.7,562498.8,23.17,89.22,7,1973.08,224
Jessore,1974,8,34.5,25.6,87,2.8,6.1,4.3,41936,420062.7,562498.8,23.17,89.22,7,1974.08,436
Jessore,1975,8,34.4,25.4,86,3.2,5.5,5.8,41936,420062.7,562498.8,23.17,89.22,7,1975.08,128
