Station Names,Max Temp,Min Temp,Relative Humidity,Wind Speed,Bright Sunshine,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,inverse(Cloud Coverage),Station_Barisal,Station_Bhola,Station_Bogra,Station_Chandpur,Station_Chittagong (City-Ambagan),Station_Chittagong (IAP-Patenga),Station_Chuadanga,Station_Comilla,Station_Coxs Bazar,Station_Dhaka,Station_Dinajpur,Station_Faridpur,Station_Feni,Station_Hatiya,Station_Ishurdi,Station_Jessore,Station_Khepupara,Station_Khulna,Station_Kutubdia,Station_Madaripur,Station_Maijdee Court,Station_Mongla,Station_Mymensingh,Station_Patuakhali,Station_Rajshahi,Station_Rangamati,Station_Rangpur,Station_Sandwip,Station_Satkhira,Station_Sitakunda,Station_Srimangal,Station_Syedpur,Station_Sylhet,Station_Tangail,Station_Teknaf,ln(Rainfall),Rainfall
Barisal,29.9,14.5,77,0.453703704,7.831914894,536809.8,510151.9,22.7,90.36,4,0.714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383,24
Barisal,27.3,12.8,71,0.3,7.831914894,536809.8,510151.9,22.7,90.36,4,0.769230769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,28.8,14.5,73,0.2,7.831914894,536809.8,510151.9,22.7,90.36,4,0.588235294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079441542,8
Barisal,28.3,11.6,74,0.3,7.831914894,536809.8,510151.9,22.7,90.36,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,27.7,12.2,67,0.2,7.831914894,536809.8,510151.9,22.7,90.36,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,26.6,12.3,77,0.4,7.831914894,536809.8,510151.9,22.7,90.36,4,1.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,26.6,12.3,80,0.1,7.831914894,536809.8,510151.9,22.7,90.36,4,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,26.6,12.3,82,0.5,7.831914894,536809.8,510151.9,22.7,90.36,4,0.37037037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438979,19
Barisal,26.6,12.3,78,0.4,8.1,536809.8,510151.9,22.7,90.36,4,0.37037037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.737669618,42
Barisal,28.9,12.2,75,0.6,8,536809.8,510151.9,22.7,90.36,4,1.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,27.9,10.6,74,0.6,8.3,536809.8,510151.9,22.7,90.36,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,26.7,11.6,78,0.5,8.7,536809.8,510151.9,22.7,90.36,4,0.476190476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,27.9,13.2,77,0.4,8.6,536809.8,510151.9,22.7,90.36,4,0.526315789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.945910149,7
Barisal,28.3,12.1,77,0.5,10.1,536809.8,510151.9,22.7,90.36,4,1.428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,31.7,12.6,73,0.5,9.9,536809.8,510151.9,22.7,90.36,4,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,27.2,11.7,77,0.3,10.3,536809.8,510151.9,22.7,90.36,4,3.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,2
Barisal,27.5,11.2,77,0.6,10.2,536809.8,510151.9,22.7,90.36,4,1.428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Barisal,31.1,11.7,77,0.2,8.1,536809.8,510151.9,22.7,90.36,4,3.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,28.3,11.1,75,0.4,9.3,536809.8,510151.9,22.7,90.36,4,1.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197224577,9
Barisal,27.8,10.7,72,0.3,8.1,536809.8,510151.9,22.7,90.36,4,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,30.6,12,75,0.3,8.8,536809.8,510151.9,22.7,90.36,4,1.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Barisal,29.5,11.8,75,0.4,9,536809.8,510151.9,22.7,90.36,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,28,13.1,79,0.6,8.4,536809.8,510151.9,22.7,90.36,4,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383,24
Barisal,29.8,12.4,74,0.2,8.1,536809.8,510151.9,22.7,90.36,4,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,28.2,11.9,77,0.3,7.7,536809.8,510151.9,22.7,90.36,4,0.833333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079441542,8
Barisal,27.6,11.7,83,0.3,8.2,536809.8,510151.9,22.7,90.36,4,0.714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.772588722,16
Barisal,30.2,12.6,84,0.2,7.5,536809.8,510151.9,22.7,90.36,4,0.714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Barisal,29.5,11.5,86,0.3,7.1,536809.8,510151.9,22.7,90.36,4,0.714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469,6
Barisal,29.2,12,84,0.3,8.6,536809.8,510151.9,22.7,90.36,4,1.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386294361,4
Barisal,28,12.1,81,0.2,8.3,536809.8,510151.9,22.7,90.36,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,27.1,10.2,79,0.3,8.3,536809.8,510151.9,22.7,90.36,4,3.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,29.9,12.5,83,0.3,7.1,536809.8,510151.9,22.7,90.36,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,28.6,12.1,82,0.2,6.8,536809.8,510151.9,22.7,90.36,4,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.302585093,10
Barisal,28,11.6,81,0.2,7,536809.8,510151.9,22.7,90.36,4,1.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386294361,4
Barisal,28.5,11.6,83,0.2,6.8,536809.8,510151.9,22.7,90.36,4,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Barisal,29.6,12.2,71,0.4,7.7,536809.8,510151.9,22.7,90.36,4,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386294361,4
Barisal,29,10.7,73,0.4,6.8,536809.8,510151.9,22.7,90.36,4,0.588235294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Barisal,29.4,12.4,80,0.2,8.2,536809.8,510151.9,22.7,90.36,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,28.2,10.7,79,0.3,7.5,536809.8,510151.9,22.7,90.36,4,0.909090909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Barisal,29,11.8,88,0.7,5.5,536809.8,510151.9,22.7,90.36,4,0.416666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.997212274,148
Barisal,30,12.1,82,0.5,8.2,536809.8,510151.9,22.7,90.36,4,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,30,12.4,81,0.4,7.9,536809.8,510151.9,22.7,90.36,4,1.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,29.5,10.1,81,0.1,8.9,536809.8,510151.9,22.7,90.36,4,3.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,29,13,85,0.1,6.9,536809.8,510151.9,22.7,90.36,4,0.555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438979,19
Barisal,28.6,11.1,81,0.2,7.4,536809.8,510151.9,22.7,90.36,4,0.714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,29,13,82,0.2,6,536809.8,510151.9,22.7,90.36,4,0.434782609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,29.5,12.5,87,0.4,7.2,536809.8,510151.9,22.7,90.36,4,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.397895273,11
Barisal,29.6,12.1,81,0.5,7.7,536809.8,510151.9,22.7,90.36,4,1.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,29.4,11.2,81,0.2,7.2,536809.8,510151.9,22.7,90.36,4,1.428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,30,13.2,81,0.4,6.5,536809.8,510151.9,22.7,90.36,4,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.713572067,41
Barisal,29,13.6,82,1.7,6.8,536809.8,510151.9,22.7,90.36,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,28.9,10.8,81,1.9,7.1,536809.8,510151.9,22.7,90.36,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,29,10.9,79,1,6.7,536809.8,510151.9,22.7,90.36,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,28.8,13,82,1.9,5.4,536809.8,510151.9,22.7,90.36,4,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.433987204,31
Barisal,28.7,10.6,80,1.4,7.1,536809.8,510151.9,22.7,90.36,4,3.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,33.9,15.2,63,0.659259259,8.314893617,536809.8,510151.9,22.7,90.36,4,1.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197224577,9
Barisal,31.7,16.6,76,0.659259259,8.314893617,536809.8,510151.9,22.7,90.36,4,0.588235294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49980967,90
Barisal,32.3,16,76,0.659259259,8.314893617,536809.8,510151.9,22.7,90.36,4,1.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,30.6,15.2,75,0.659259259,8.314893617,536809.8,510151.9,22.7,90.36,4,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079441542,8
Barisal,32.8,15.5,75,0.659259259,8.314893617,536809.8,510151.9,22.7,90.36,4,0.454545455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,3
Barisal,33.4,17.9,73,0.659259259,8.314893617,536809.8,510151.9,22.7,90.36,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,3
Barisal,30.5,15.2,75,0.659259259,8.314893617,536809.8,510151.9,22.7,90.36,4,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079441542,8
Barisal,32.8,14.9,69,0.659259259,8.314893617,536809.8,510151.9,22.7,90.36,4,0.833333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,30.6,16.3,80,0.659259259,8.314893617,536809.8,510151.9,22.7,90.36,4,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564949357,13
Barisal,30.5,16.6,75,0.659259259,8.314893617,536809.8,510151.9,22.7,90.36,4,0.434782609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48490665,12
Barisal,30.5,15.6,80,0.659259259,8.314893617,536809.8,510151.9,22.7,90.36,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.609437912,5
Barisal,32.7,16.5,77,0.1,8.314893617,536809.8,510151.9,22.7,90.36,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,31.6,14.9,70,0.3,8.314893617,536809.8,510151.9,22.7,90.36,4,0.454545455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.761200116,43
Barisal,31.6,16.2,70,0.2,8.314893617,536809.8,510151.9,22.7,90.36,4,0.476190476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.784189634,44
Barisal,32.7,17.3,65,0.2,8.314893617,536809.8,510151.9,22.7,90.36,4,1.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,30.6,15.2,75,0.8,8.314893617,536809.8,510151.9,22.7,90.36,4,0.526315789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,2
Barisal,30.5,15.2,76,0.5,8.314893617,536809.8,510151.9,22.7,90.36,4,0.555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.784189634,44
Barisal,30.5,15.2,77,0.4,8.314893617,536809.8,510151.9,22.7,90.36,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,33.8,15.6,75,0.7,8.1,536809.8,510151.9,22.7,90.36,4,1.428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,31.1,15,73,0.7,8.1,536809.8,510151.9,22.7,90.36,4,0.526315789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905733,14
Barisal,34.2,14.9,69,0.7,8.5,536809.8,510151.9,22.7,90.36,4,0.714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,31.6,15.3,74,0.6,8.9,536809.8,510151.9,22.7,90.36,4,0.476190476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383,24
Barisal,31.4,14.7,75,0.6,8.4,536809.8,510151.9,22.7,90.36,4,0.588235294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Barisal,31.4,13.3,74,1.1,9.6,536809.8,510151.9,22.7,90.36,4,0.555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.060443011,58
Barisal,33.5,16.3,72,1.1,9.7,536809.8,510151.9,22.7,90.36,4,0.526315789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48490665,12
Barisal,34.2,14.1,70,0.7,10.8,536809.8,510151.9,22.7,90.36,4,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,32.2,14.6,75,0.6,10.1,536809.8,510151.9,22.7,90.36,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Barisal,32.5,14.8,79,0.5,8.4,536809.8,510151.9,22.7,90.36,4,0.714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.995732274,20
Barisal,31.4,13.5,74,0.7,9.3,536809.8,510151.9,22.7,90.36,4,0.714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.583518938,36
Barisal,31.4,14.2,68,0.3,8.4,536809.8,510151.9,22.7,90.36,4,0.909090909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,32.2,13.7,70,0.5,9.5,536809.8,510151.9,22.7,90.36,4,0.833333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905733,14
Barisal,32,14.1,75,0.4,9,536809.8,510151.9,22.7,90.36,4,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.007333185,55
Barisal,33.1,15.7,76,0.5,7.8,536809.8,510151.9,22.7,90.36,4,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.761200116,43
Barisal,30.6,16.2,76,0.3,8.3,536809.8,510151.9,22.7,90.36,4,0.454545455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.043051268,57
Barisal,31.4,14.4,73,0.6,7.7,536809.8,510151.9,22.7,90.36,4,0.416666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.663561646,39
Barisal,32.6,13.4,77,0.5,8.4,536809.8,510151.9,22.7,90.36,4,0.555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,31.4,14.3,77,0.6,8.6,536809.8,510151.9,22.7,90.36,4,0.909090909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,2
Barisal,32,14.7,81,0.3,8.6,536809.8,510151.9,22.7,90.36,4,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,0
Barisal,33.3,14.8,80,0.2,8.1,536809.8,510151.9,22.7,90.36,4,0.714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,3
