,Station Names,Max Temp,Min Temp,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,sqr(Min Temp),log(Relative Humidity),Station_Barisal,Station_Bhola,Station_Bogra,Station_Chandpur,Station_Chittagong (City-Ambagan),Station_Chittagong (IAP-Patenga),Station_Chuadanga,Station_Comilla,Station_Coxs Bazar,Station_Dhaka,Station_Dinajpur,Station_Faridpur,Station_Feni,Station_Hatiya,Station_Ishurdi,Station_Jessore,Station_Khepupara,Station_Khulna,Station_Kutubdia,Station_Madaripur,Station_Maijdee Court,Station_Mongla,Station_Mymensingh,Station_Patuakhali,Station_Rajshahi,Station_Rangamati,Station_Rangpur,Station_Sandwip,Station_Satkhira,Station_Sitakunda,Station_Srimangal,Station_Syedpur,Station_Sylhet,Station_Tangail,Station_Teknaf,Rainfall,ln(Rainfall)
10,Barisal,29.9,14.5,77,0.453703704,1.4,7.831914894,536809.8,510151.9,22.7,90.36,4,210.25,1.886490725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.17805383
11,Barisal,27.3,12.8,71,0.3,1.3,7.831914894,536809.8,510151.9,22.7,90.36,4,163.84,1.851258349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
12,Barisal,28.8,14.5,73,0.2,1.7,7.831914894,536809.8,510151.9,22.7,90.36,4,210.25,1.86332286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.079441542
13,Barisal,28.3,11.6,74,0.3,0.5,7.831914894,536809.8,510151.9,22.7,90.36,4,134.56,1.86923172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
14,Barisal,27.7,12.2,67,0.2,0.5,7.831914894,536809.8,510151.9,22.7,90.36,4,148.84,1.826074803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
15,Barisal,26.6,12.3,77,0.4,0.9,7.831914894,536809.8,510151.9,22.7,90.36,4,151.29,1.886490725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
16,Barisal,26.6,12.3,80,0.1,1.5,7.831914894,536809.8,510151.9,22.7,90.36,4,151.29,1.903089987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
17,Barisal,26.6,12.3,82,0.5,2.7,7.831914894,536809.8,510151.9,22.7,90.36,4,151.29,1.913813852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2.944438979
18,Barisal,26.6,12.3,78,0.4,2.7,8.1,536809.8,510151.9,22.7,90.36,4,151.29,1.892094603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3.737669618
19,Barisal,28.9,12.2,75,0.6,0.9,8,536809.8,510151.9,22.7,90.36,4,148.84,1.875061263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
20,Barisal,27.9,10.6,74,0.6,1,8.3,536809.8,510151.9,22.7,90.36,4,112.36,1.86923172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
21,Barisal,26.7,11.6,78,0.5,2.1,8.7,536809.8,510151.9,22.7,90.36,4,134.56,1.892094603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
22,Barisal,27.9,13.2,77,0.4,1.9,8.6,536809.8,510151.9,22.7,90.36,4,174.24,1.886490725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.945910149
23,Barisal,28.3,12.1,77,0.5,0.7,10.1,536809.8,510151.9,22.7,90.36,4,146.41,1.886490725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
24,Barisal,31.7,12.6,73,0.5,0.4,9.9,536809.8,510151.9,22.7,90.36,4,158.76,1.86332286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
25,Barisal,27.2,11.7,77,0.3,0.3,10.3,536809.8,510151.9,22.7,90.36,4,136.89,1.886490725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.693147181
26,Barisal,27.5,11.2,77,0.6,0.7,10.2,536809.8,510151.9,22.7,90.36,4,125.44,1.886490725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,Barisal,31.1,11.7,77,0.2,0.3,8.1,536809.8,510151.9,22.7,90.36,4,136.89,1.886490725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
28,Barisal,28.3,11.1,75,0.4,0.6,9.3,536809.8,510151.9,22.7,90.36,4,123.21,1.875061263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.197224577
29,Barisal,27.8,10.7,72,0.3,0.4,8.1,536809.8,510151.9,22.7,90.36,4,114.49,1.857332496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
30,Barisal,30.6,12,75,0.3,0.6,8.8,536809.8,510151.9,22.7,90.36,4,144,1.875061263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,Barisal,29.5,11.8,75,0.4,0.5,9,536809.8,510151.9,22.7,90.36,4,139.24,1.875061263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
32,Barisal,28,13.1,79,0.6,1.6,8.4,536809.8,510151.9,22.7,90.36,4,171.61,1.897627091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.17805383
33,Barisal,29.8,12.4,74,0.2,0.4,8.1,536809.8,510151.9,22.7,90.36,4,153.76,1.86923172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
34,Barisal,28.2,11.9,77,0.3,1.2,7.7,536809.8,510151.9,22.7,90.36,4,141.61,1.886490725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.079441542
35,Barisal,27.6,11.7,83,0.3,1.4,8.2,536809.8,510151.9,22.7,90.36,4,136.89,1.919078092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.772588722
36,Barisal,30.2,12.6,84,0.2,1.4,7.5,536809.8,510151.9,22.7,90.36,4,158.76,1.924279286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,Barisal,29.5,11.5,86,0.3,1.4,7.1,536809.8,510151.9,22.7,90.36,4,132.25,1.934498451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.791759469
38,Barisal,29.2,12,84,0.3,0.6,8.6,536809.8,510151.9,22.7,90.36,4,144,1.924279286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.386294361
39,Barisal,28,12.1,81,0.2,0.5,8.3,536809.8,510151.9,22.7,90.36,4,146.41,1.908485019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
40,Barisal,27.1,10.2,79,0.3,0.3,8.3,536809.8,510151.9,22.7,90.36,4,104.04,1.897627091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
41,Barisal,29.9,12.5,83,0.3,0.5,7.1,536809.8,510151.9,22.7,90.36,4,156.25,1.919078092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
42,Barisal,28.6,12.1,82,0.2,1.6,6.8,536809.8,510151.9,22.7,90.36,4,146.41,1.913813852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.302585093
43,Barisal,28,11.6,81,0.2,0.6,7,536809.8,510151.9,22.7,90.36,4,134.56,1.908485019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.386294361
44,Barisal,28.5,11.6,83,0.2,0.8,6.8,536809.8,510151.9,22.7,90.36,4,134.56,1.919078092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,Barisal,29.6,12.2,71,0.4,0.4,7.7,536809.8,510151.9,22.7,90.36,4,148.84,1.851258349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.386294361
46,Barisal,29,10.7,73,0.4,1.7,6.8,536809.8,510151.9,22.7,90.36,4,114.49,1.86332286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,Barisal,29.4,12.4,80,0.2,0.5,8.2,536809.8,510151.9,22.7,90.36,4,153.76,1.903089987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
48,Barisal,28.2,10.7,79,0.3,1.1,7.5,536809.8,510151.9,22.7,90.36,4,114.49,1.897627091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,Barisal,29,11.8,88,0.7,2.4,5.5,536809.8,510151.9,22.7,90.36,4,139.24,1.944482672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,4.997212274
50,Barisal,30,12.1,82,0.5,0.4,8.2,536809.8,510151.9,22.7,90.36,4,146.41,1.913813852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
51,Barisal,30,12.4,81,0.4,0.9,7.9,536809.8,510151.9,22.7,90.36,4,153.76,1.908485019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
52,Barisal,29.5,10.1,81,0.1,0.3,8.9,536809.8,510151.9,22.7,90.36,4,102.01,1.908485019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
53,Barisal,29,13,85,0.1,1.8,6.9,536809.8,510151.9,22.7,90.36,4,169,1.929418926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2.944438979
54,Barisal,28.6,11.1,81,0.2,1.4,7.4,536809.8,510151.9,22.7,90.36,4,123.21,1.908485019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
55,Barisal,29,13,82,0.2,2.3,6,536809.8,510151.9,22.7,90.36,4,169,1.913813852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
56,Barisal,29.5,12.5,87,0.4,1.5,7.2,536809.8,510151.9,22.7,90.36,4,156.25,1.939519253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.397895273
57,Barisal,29.6,12.1,81,0.5,0.9,7.7,536809.8,510151.9,22.7,90.36,4,146.41,1.908485019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
58,Barisal,29.4,11.2,81,0.2,0.7,7.2,536809.8,510151.9,22.7,90.36,4,125.44,1.908485019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
59,Barisal,30,13.2,81,0.4,1.6,6.5,536809.8,510151.9,22.7,90.36,4,174.24,1.908485019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3.713572067
60,Barisal,29,13.6,82,1.7,0.5,6.8,536809.8,510151.9,22.7,90.36,4,184.96,1.913813852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
61,Barisal,28.9,10.8,81,1.9,1,7.1,536809.8,510151.9,22.7,90.36,4,116.64,1.908485019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
62,Barisal,29,10.9,79,1,0.5,6.7,536809.8,510151.9,22.7,90.36,4,118.81,1.897627091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
63,Barisal,28.8,13,82,1.9,2,5.4,536809.8,510151.9,22.7,90.36,4,169,1.913813852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3.433987204
64,Barisal,28.7,10.6,80,1.4,0.3,7.1,536809.8,510151.9,22.7,90.36,4,112.36,1.903089987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
65,Barisal,33.9,15.2,63,0.659259259,0.9,8.314893617,536809.8,510151.9,22.7,90.36,4,231.04,1.799340549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.197224577
66,Barisal,31.7,16.6,76,0.659259259,1.7,8.314893617,536809.8,510151.9,22.7,90.36,4,275.56,1.880813592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4.49980967
67,Barisal,32.3,16,76,0.659259259,0.6,8.314893617,536809.8,510151.9,22.7,90.36,4,256,1.880813592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
68,Barisal,30.6,15.2,75,0.659259259,1.5,8.314893617,536809.8,510151.9,22.7,90.36,4,231.04,1.875061263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.079441542
69,Barisal,32.8,15.5,75,0.659259259,2.2,8.314893617,536809.8,510151.9,22.7,90.36,4,240.25,1.875061263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.098612289
70,Barisal,33.4,17.9,73,0.659259259,1,8.314893617,536809.8,510151.9,22.7,90.36,4,320.41,1.86332286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.098612289
71,Barisal,30.5,15.2,75,0.659259259,1.5,8.314893617,536809.8,510151.9,22.7,90.36,4,231.04,1.875061263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.079441542
72,Barisal,32.8,14.9,69,0.659259259,1.2,8.314893617,536809.8,510151.9,22.7,90.36,4,222.01,1.838849091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
73,Barisal,30.6,16.3,80,0.659259259,1.6,8.314893617,536809.8,510151.9,22.7,90.36,4,265.69,1.903089987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.564949357
74,Barisal,30.5,16.6,75,0.659259259,2.3,8.314893617,536809.8,510151.9,22.7,90.36,4,275.56,1.875061263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.48490665
75,Barisal,30.5,15.6,80,0.659259259,1,8.314893617,536809.8,510151.9,22.7,90.36,4,243.36,1.903089987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.609437912
76,Barisal,32.7,16.5,77,0.1,0.5,8.314893617,536809.8,510151.9,22.7,90.36,4,272.25,1.886490725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
77,Barisal,31.6,14.9,70,0.3,2.2,8.314893617,536809.8,510151.9,22.7,90.36,4,222.01,1.84509804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3.761200116
78,Barisal,31.6,16.2,70,0.2,2.1,8.314893617,536809.8,510151.9,22.7,90.36,4,262.44,1.84509804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3.784189634
79,Barisal,32.7,17.3,65,0.2,0.9,8.314893617,536809.8,510151.9,22.7,90.36,4,299.29,1.812913357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
80,Barisal,30.6,15.2,75,0.8,1.9,8.314893617,536809.8,510151.9,22.7,90.36,4,231.04,1.875061263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.693147181
81,Barisal,30.5,15.2,76,0.5,1.8,8.314893617,536809.8,510151.9,22.7,90.36,4,231.04,1.880813592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3.784189634
82,Barisal,30.5,15.2,77,0.4,0.5,8.314893617,536809.8,510151.9,22.7,90.36,4,231.04,1.886490725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
83,Barisal,33.8,15.6,75,0.7,0.7,8.1,536809.8,510151.9,22.7,90.36,4,243.36,1.875061263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
84,Barisal,31.1,15,73,0.7,1.9,8.1,536809.8,510151.9,22.7,90.36,4,225,1.86332286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.63905733
85,Barisal,34.2,14.9,69,0.7,1.4,8.5,536809.8,510151.9,22.7,90.36,4,222.01,1.838849091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
86,Barisal,31.6,15.3,74,0.6,2.1,8.9,536809.8,510151.9,22.7,90.36,4,234.09,1.86923172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.17805383
87,Barisal,31.4,14.7,75,0.6,1.7,8.4,536809.8,510151.9,22.7,90.36,4,216.09,1.875061263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
88,Barisal,31.4,13.3,74,1.1,1.8,9.6,536809.8,510151.9,22.7,90.36,4,176.89,1.86923172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4.060443011
89,Barisal,33.5,16.3,72,1.1,1.9,9.7,536809.8,510151.9,22.7,90.36,4,265.69,1.857332496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.48490665
90,Barisal,34.2,14.1,70,0.7,0.4,10.8,536809.8,510151.9,22.7,90.36,4,198.81,1.84509804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
91,Barisal,32.2,14.6,75,0.6,1,10.1,536809.8,510151.9,22.7,90.36,4,213.16,1.875061263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,Barisal,32.5,14.8,79,0.5,1.4,8.4,536809.8,510151.9,22.7,90.36,4,219.04,1.897627091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2.995732274
93,Barisal,31.4,13.5,74,0.7,1.4,9.3,536809.8,510151.9,22.7,90.36,4,182.25,1.86923172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3.583518938
94,Barisal,31.4,14.2,68,0.3,1.1,8.4,536809.8,510151.9,22.7,90.36,4,201.64,1.832508913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?
