,Station Names,Max Temp,Min Temp,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Rainfall,Station_Barisal,Station_Bhola,Station_Bogra,Station_Chandpur,Station_Chittagong (City-Ambagan),Station_Chittagong (IAP-Patenga),Station_Chuadanga,Station_Comilla,Station_Coxs Bazar,Station_Dhaka,Station_Dinajpur,Station_Faridpur,Station_Feni,Station_Hatiya,Station_Ishurdi,Station_Jessore,Station_Khepupara,Station_Khulna,Station_Kutubdia,Station_Madaripur,Station_Maijdee Court,Station_Mongla,Station_Mymensingh,Station_Patuakhali,Station_Rajshahi,Station_Rangamati,Station_Rangpur,Station_Sandwip,Station_Satkhira,Station_Sitakunda,Station_Srimangal,Station_Syedpur,Station_Sylhet,Station_Tangail,Station_Teknaf
16,Barisal,26.6,12.3,80.0,0.1,1.5,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1965.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Barisal,26.6,12.3,82.0,0.5,2.7,7.831914894,41950,536809.8,510151.9,22.7,90.36,4,1966.01,19.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Barisal,26.6,12.3,78.0,0.4,2.7,8.1,41950,536809.8,510151.9,22.7,90.36,4,1967.01,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Barisal,28.9,12.2,75.0,0.6,0.9,8.0,41950,536809.8,510151.9,22.7,90.36,4,1968.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Barisal,27.9,10.6,74.0,0.6,1.0,8.3,41950,536809.8,510151.9,22.7,90.36,4,1969.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Barisal,26.7,11.6,78.0,0.5,2.1,8.7,41950,536809.8,510151.9,22.7,90.36,4,1970.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Barisal,27.9,13.2,77.0,0.4,1.9,8.6,41950,536809.8,510151.9,22.7,90.36,4,1971.01,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Barisal,28.3,12.1,77.0,0.5,0.7,10.1,41950,536809.8,510151.9,22.7,90.36,4,1972.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Barisal,31.7,12.6,73.0,0.5,0.4,9.9,41950,536809.8,510151.9,22.7,90.36,4,1973.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Barisal,27.2,11.7,77.0,0.3,0.3,10.3,41950,536809.8,510151.9,22.7,90.36,4,1974.01,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Barisal,27.5,11.2,77.0,0.6,0.7,10.2,41950,536809.8,510151.9,22.7,90.36,4,1975.01,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Barisal,31.1,11.7,77.0,0.2,0.3,8.1,41950,536809.8,510151.9,22.7,90.36,4,1976.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Barisal,28.3,11.1,75.0,0.4,0.6,9.3,41950,536809.8,510151.9,22.7,90.36,4,1977.01,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Barisal,27.8,10.7,72.0,0.3,0.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1978.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Barisal,30.6,12.0,75.0,0.3,0.6,8.8,41950,536809.8,510151.9,22.7,90.36,4,1979.01,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Barisal,29.5,11.8,75.0,0.4,0.5,9.0,41950,536809.8,510151.9,22.7,90.36,4,1980.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Barisal,28.0,13.1,79.0,0.6,1.6,8.4,41950,536809.8,510151.9,22.7,90.36,4,1981.01,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Barisal,29.8,12.4,74.0,0.2,0.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1982.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Barisal,28.2,11.9,77.0,0.3,1.2,7.7,41950,536809.8,510151.9,22.7,90.36,4,1983.01,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Barisal,27.6,11.7,83.0,0.3,1.4,8.2,41950,536809.8,510151.9,22.7,90.36,4,1984.01,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Barisal,30.2,12.6,84.0,0.2,1.4,7.5,41950,536809.8,510151.9,22.7,90.36,4,1985.01,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Barisal,29.5,11.5,86.0,0.3,1.4,7.1,41950,536809.8,510151.9,22.7,90.36,4,1986.01,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Barisal,29.2,12.0,84.0,0.3,0.6,8.6,41950,536809.8,510151.9,22.7,90.36,4,1987.01,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Barisal,28.0,12.1,81.0,0.2,0.5,8.3,41950,536809.8,510151.9,22.7,90.36,4,1988.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Barisal,27.1,10.2,79.0,0.3,0.3,8.3,41950,536809.8,510151.9,22.7,90.36,4,1989.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Barisal,29.9,12.5,83.0,0.3,0.5,7.1,41950,536809.8,510151.9,22.7,90.36,4,1990.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Barisal,28.6,12.1,82.0,0.2,1.6,6.8,41950,536809.8,510151.9,22.7,90.36,4,1991.01,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Barisal,28.0,11.6,81.0,0.2,0.6,7.0,41950,536809.8,510151.9,22.7,90.36,4,1992.01,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Barisal,28.5,11.6,83.0,0.2,0.8,6.8,41950,536809.8,510151.9,22.7,90.36,4,1993.01,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Barisal,29.6,12.2,71.0,0.4,0.4,7.7,41950,536809.8,510151.9,22.7,90.36,4,1994.01,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Barisal,29.0,10.7,73.0,0.4,1.7,6.8,41950,536809.8,510151.9,22.7,90.36,4,1995.01,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Barisal,29.4,12.4,80.0,0.2,0.5,8.2,41950,536809.8,510151.9,22.7,90.36,4,1996.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Barisal,28.2,10.7,79.0,0.3,1.1,7.5,41950,536809.8,510151.9,22.7,90.36,4,1997.01,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Barisal,29.0,11.8,88.0,0.7,2.4,5.5,41950,536809.8,510151.9,22.7,90.36,4,1998.01,148.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Barisal,30.0,12.1,82.0,0.5,0.4,8.2,41950,536809.8,510151.9,22.7,90.36,4,1999.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Barisal,30.0,12.4,81.0,0.4,0.9,7.9,41950,536809.8,510151.9,22.7,90.36,4,2000.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Barisal,29.5,10.1,81.0,0.1,0.3,8.9,41950,536809.8,510151.9,22.7,90.36,4,2001.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Barisal,29.0,13.0,85.0,0.1,1.8,6.9,41950,536809.8,510151.9,22.7,90.36,4,2002.01,19.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Barisal,28.6,11.1,81.0,0.2,1.4,7.4,41950,536809.8,510151.9,22.7,90.36,4,2003.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Barisal,29.0,13.0,82.0,0.2,2.3,6.0,41950,536809.8,510151.9,22.7,90.36,4,2004.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Barisal,29.5,12.5,87.0,0.4,1.5,7.2,41950,536809.8,510151.9,22.7,90.36,4,2005.01,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Barisal,29.6,12.1,81.0,0.5,0.9,7.7,41950,536809.8,510151.9,22.7,90.36,4,2006.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Barisal,29.4,11.2,81.0,0.2,0.7,7.2,41950,536809.8,510151.9,22.7,90.36,4,2007.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Barisal,30.0,13.2,81.0,0.4,1.6,6.5,41950,536809.8,510151.9,22.7,90.36,4,2008.01,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Barisal,29.0,13.6,82.0,1.7,0.5,6.8,41950,536809.8,510151.9,22.7,90.36,4,2009.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Barisal,28.9,10.8,81.0,1.9,1.0,7.1,41950,536809.8,510151.9,22.7,90.36,4,2010.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Barisal,29.0,10.9,79.0,1.0,0.5,6.7,41950,536809.8,510151.9,22.7,90.36,4,2011.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Barisal,28.8,13.0,82.0,1.9,2.0,5.4,41950,536809.8,510151.9,22.7,90.36,4,2012.01,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Barisal,28.7,10.6,80.0,1.4,0.3,7.1,41950,536809.8,510151.9,22.7,90.36,4,2013.01,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Barisal,33.9,15.2,63.0,0.6592592589999999,0.9,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1949.02,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Barisal,31.7,16.6,76.0,0.6592592589999999,1.7,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1950.02,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Barisal,32.3,16.0,76.0,0.6592592589999999,0.6,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1951.02,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Barisal,30.6,15.2,75.0,0.6592592589999999,1.5,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1952.02,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Barisal,32.8,15.5,75.0,0.6592592589999999,2.2,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1953.02,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Barisal,33.4,17.9,73.0,0.6592592589999999,1.0,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1954.02,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Barisal,30.5,15.2,75.0,0.6592592589999999,1.5,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1955.02,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Barisal,32.8,14.9,69.0,0.6592592589999999,1.2,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1956.02,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Barisal,30.6,16.3,80.0,0.6592592589999999,1.6,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1957.02,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Barisal,30.5,16.6,75.0,0.6592592589999999,2.3,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1958.02,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Barisal,30.5,15.6,80.0,0.6592592589999999,1.0,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1959.02,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Barisal,32.7,16.5,77.0,0.1,0.5,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1960.02,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Barisal,31.6,14.9,70.0,0.3,2.2,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1961.02,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Barisal,31.6,16.2,70.0,0.2,2.1,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1962.02,44.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Barisal,32.7,17.3,65.0,0.2,0.9,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1963.02,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Barisal,30.6,15.2,75.0,0.8,1.9,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1964.02,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Barisal,30.5,15.2,76.0,0.5,1.8,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1965.02,44.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Barisal,30.5,15.2,77.0,0.4,0.5,8.314893617000001,41950,536809.8,510151.9,22.7,90.36,4,1966.02,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Barisal,33.8,15.6,75.0,0.7,0.7,8.1,41950,536809.8,510151.9,22.7,90.36,4,1967.02,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Barisal,31.1,15.0,73.0,0.7,1.9,8.1,41950,536809.8,510151.9,22.7,90.36,4,1968.02,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Barisal,34.2,14.9,69.0,0.7,1.4,8.5,41950,536809.8,510151.9,22.7,90.36,4,1969.02,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Barisal,31.6,15.3,74.0,0.6,2.1,8.9,41950,536809.8,510151.9,22.7,90.36,4,1970.02,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Barisal,31.4,14.7,75.0,0.6,1.7,8.4,41950,536809.8,510151.9,22.7,90.36,4,1971.02,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Barisal,31.4,13.3,74.0,1.1,1.8,9.6,41950,536809.8,510151.9,22.7,90.36,4,1972.02,58.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Barisal,33.5,16.3,72.0,1.1,1.9,9.7,41950,536809.8,510151.9,22.7,90.36,4,1973.02,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Barisal,34.2,14.1,70.0,0.7,0.4,10.8,41950,536809.8,510151.9,22.7,90.36,4,1974.02,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Barisal,32.2,14.6,75.0,0.6,1.0,10.1,41950,536809.8,510151.9,22.7,90.36,4,1975.02,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Barisal,32.5,14.8,79.0,0.5,1.4,8.4,41950,536809.8,510151.9,22.7,90.36,4,1976.02,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Barisal,31.4,13.5,74.0,0.7,1.4,9.3,41950,536809.8,510151.9,22.7,90.36,4,1977.02,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Barisal,31.4,14.2,68.0,0.3,1.1,8.4,41950,536809.8,510151.9,22.7,90.36,4,1978.02,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Barisal,32.2,13.7,70.0,0.5,1.2,9.5,41950,536809.8,510151.9,22.7,90.36,4,1979.02,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Barisal,32.0,14.1,75.0,0.4,1.5,9.0,41950,536809.8,510151.9,22.7,90.36,4,1980.02,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
